"","movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","id","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtAllCriticsRating","rtAllCriticsNumReviews","rtAllCriticsNumFresh","rtAllCriticsNumRotten","rtAllCriticsScore","rtTopCriticsRating","rtTopCriticsNumReviews","rtTopCriticsNumFresh","rtTopCriticsNumRotten","rtTopCriticsScore","rtAudienceRating","rtAudienceNumRatings","rtAudienceScore","rtPictureURL"
"1657","Screwed","Color","Scott Alexander",29,81,25,654,"Dave Chappelle",931,6982680,"Comedy|Crime","Sarah Silverman",6965,3848,"Sherman Hemsley",0,"chauffeur|disorganized crime|dog|ransom|slapstick","http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1",69,"English","USA","PG-13",1e+07,2000,744,5.7,1.85,262,3596,156323,"Reventado","http://ia.media-imdb.com/images/M/MV5BNjMzNzcyMzU0OV5BMl5BanBnXkFtZTYwNDM5Mjg5._V1._SX214_CR0,0,214,314_.jpg",2000,"1097242-screwed","3.5","30","4","26","13","2.7","5","1","4","20","2.9","1198","48","http://content8.flixster.com/movie/10/85/28/10852890_det.jpg"
"1658","Scrooged","Color","Richard Donner",88,101,503,1000,"Alfre Woodard",13000,60328558,"Comedy|Drama|Fantasy","Bill Murray",61396,18734,"Robert Mitchum",1,"christmas|compassion|executive|ghost|redemption","http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1",159,"English","USA","PG-13",3.2e+07,1988,1000,7,1.85,11000,3087,96061,"Los fantasmas atacan al jefe","http://ia.media-imdb.com/images/M/MV5BMjA5NzE4NTE4NF5BMl5BanBnXkFtZTcwNTI1NDIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1988,"scrooged","5.8","38","24","14","63","3.8","6","1","5","16","3.3","11201","68","http://content7.flixster.com/movie/26/58/265829_det.jpg"
"1659","Sea of Love","Color","Harold Becker",43,113,17,551,"Michael O'Neill",14000,58571513,"Crime|Drama|Mystery|Thriller","Al Pacino",30213,15914,"Ellen Barkin",1,"detective|love|single|suspect|title from song","http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1",112,"English","USA","R",1.9e+07,1989,599,6.8,1.85,0,4661,98273,"Melodía de seducción","http://ia.media-imdb.com/images/M/MV5BMTA5MDAwODcyNTVeQTJeQWpwZ15BbWU3MDQ4MTA2MjE@._V1._SY314_CR4,0,214,314_.jpg",1989,"sea_of_love","7","19","16","3","84","0","1","1","0","100","3.3","3334","62","http://content9.flixster.com/movie/28/32/283295_det.jpg"
"1660","Seabiscuit"," Black and White","Gary Ross",175,140,378,599,"Michael Angarano",12000,120147445,"Drama|History|Sport","Jeff Bridges",57661,13808,"Michael O'Neill",0,"horse|horse racing|jockey|limp|seabiscuit","http://www.imdb.com/title/tt0329575/?ref_=fn_tt_tt_1",455,"English","USA","PG-13",8.7e+07,2003,947,7.3,2.35,0,6565,329575,"Seabiscuit","http://ia.media-imdb.com/images/M/MV5BMTkyNzM4Mjc4NF5BMl5BanBnXkFtZTcwNjQxNzgxMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"seabiscuit-americas-legendary-racehorse","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content7.flixster.com/movie/10/84/71/10847101_det.jpg"
"1661","Secondhand Lions","Color","Tim McCanlies",82,111,23,1000,"Robert Duvall",3000,41407470,"Comedy|Drama|Family","Haley Joel Osment",43378,9638,"Emmanuelle Vaugier",1,"africa|eyeglasses|money|texas|veteran","http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1",292,"English","USA","PG",3e+07,2003,3000,7.6,1.85,0,6753,327137,"El secreto de los McCann","http://ia.media-imdb.com/images/M/MV5BMTI3MjAwMDY1NV5BMl5BanBnXkFtZTcwMDM1MjAwMQ@@._V1._SX134_SY199_.jpg",2003,"secondhand_lions","6.1","132","78","54","59","5.2","31","11","20","35","3.7","13936","83","http://content9.flixster.com/movie/10/94/01/10940171_det.jpg"
"1662","Secret Window","Color","David Koepp",195,96,192,501,"Charles S. Dutton",40000,47781388,"Mystery|Thriller","Johnny Depp",147504,41293,"Timothy Hutton",1,"adultery|extramarital affair|infidelity|unfaithfulness|writer","http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1",531,"English","USA","PG-13",4e+07,2004,534,6.6,2.35,0,7347,363988,"La ventana secreta","http://ia.media-imdb.com/images/M/MV5BMTkwMjYwMTczOV5BMl5BanBnXkFtZTcwMTEwMDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"secret_window","5.5","158","73","85","46","5.5","37","18","19","48","3.3","56932","69","http://content8.flixster.com/movie/10/88/16/10881658_det.jpg"
"1663","Secretary","Color","Steven Shainberg",163,104,30,296,"Stephen McHattie",769,4046737,"Comedy|Drama|Romance","Jeremy Davies",67949,2251,"Lesley Ann Warren",1,"bdsm|employer employee relationship|hospital|mental hospital|secretary","http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1",390,"English","USA","R",4e+06,2002,413,7.1,1.85,15000,5617,274812,"Secretary","http://ia.media-imdb.com/images/M/MV5BMTg4NjcyMjY4NF5BMl5BanBnXkFtZTcwNjY0MDc5Mw@@._V1._SX214_CR0,0,214,314_.jpg",2002,"secretary","6.7","140","104","36","74","6.5","30","22","8","73","3.7","16511","84","http://content8.flixster.com/movie/26/72/267298_det.jpg"
"1664","See Spot Run","Color","John Whitesell",51,94,14,635,"Angus T. Jones",1000,33357476,"Action|Comedy|Crime|Family","Leslie Bibb",7392,4194,"Paul Sorvino",0,"boy|fbi|mailman|van|witness protection","http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1",53,"English","USA","PG",3.5e+07,2001,1000,5.4,1.85,393,4162,250720,"Spot","http://ia.media-imdb.com/images/M/MV5BMjQ0NTE2NTM0NV5BMl5BanBnXkFtZTcwMTkyNzgyMQ@@._V1._SY314_CR8,0,214,314_.jpg",2001,"see_spot_run","3.7","76","18","58","23","4.2","25","8","17","32","2.8","4645","51","http://content9.flixster.com/movie/25/92/259291_det.jpg"
"1665","Seed of Chucky","Color","Don Mancini",148,88,64,363,"Billy Boyd",1000,17016190,"Comedy|Fantasy|Horror|Thriller","Jason Flemyng",28632,2567,"Hannah Spearritt",0,"actress|killer doll|murder|vixen|vomiting","http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1",214,"English","Romania","R",1.2e+07,2004,857,4.9,1.85,0,8967,387575,"La semilla de Chucky","http://ia.media-imdb.com/images/M/MV5BMTIwMTczMjc3M15BMl5BanBnXkFtZTcwODcxMzcyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"seed_of_chucky","4.4","71","23","48","32","3.9","18","2","16","11","2.6","15727","52","http://content8.flixster.com/movie/10/50/25/10502550_det.jpg"
"1666","Selena","Color","Gregory Nava",37,127,16,399,"Constance Marie",565,35422828,"Biography|Drama|Music","Jon Seda",19126,1735,"Jacob Vargas",1,"latin music|marriage|on tour|singer|tejano","http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1",155,"English","USA","PG",2e+07,1997,441,6.7,2.35,0,1487,120094,"Selena","http://ia.media-imdb.com/images/M/MV5BODQ1MTE4ODU2Ml5BMl5BanBnXkFtZTcwNzI4OTQ1MQ@@._V1._SY314_CR23,0,214,314_.jpg",1997,"1073427-selena","6","38","24","14","63","6.2","9","6","3","66","3.2","17729","76","http://content9.flixster.com/movie/10/86/75/10867511_det.jpg"
"1667","Semi-Pro","Color","Kent Alterman",164,99,3,490,"Maura Tierney",8000,33472850,"Comedy|Sport","Will Ferrell",67005,10026,"Matt Walsh",3,"flint michigan|merger|michigan|nba|team","http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1",119,"English","USA","R",5.5e+07,2008,509,5.8,2.35,0,58156,839980,"Semi-Pro","http://ia.media-imdb.com/images/M/MV5BMTU0Mzg4NTM1MV5BMl5BanBnXkFtZTcwMTE5MzM3MQ@@._V1._SY314_CR8,0,214,314_.jpg",2008,"semi_pro","4.5","154","32","122","20","4.8","31","8","23","25","2.9","58206","41","http://content6.flixster.com/movie/97/00/66/9700660_det.jpg"
"1668","Sense and Sensibility","Color","Ang Lee",69,136,0,1000,"Kate Winslet",25000,42700000,"Drama|Romance","Alan Rickman",78392,41059,"Tom Wilkinson",2,"1810s|female protagonist|horseback riding|inheritance|three word title","http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1",196,"English","USA","PG",16500000,1995,14000,7.7,1.85,0,17,114388,"Sentido y sensibilidad","http://ia.media-imdb.com/images/M/MV5BMTQzNjk2OTk3Nl5BMl5BanBnXkFtZTcwNzczNjYyMQ@@._V1._SY314_CR7,0,214,314_.jpg",1995,"1068832-sense_and_sensibility","7.9","49","48","1","97","8.1","14","13","1","92","3.8","32782","88","http://content6.flixster.com/movie/11/12/50/11125040_det.jpg"
"1669","September Dawn","Color","Christopher Cain",43,111,58,258,"Taylor Handley",482,1066555,"Drama|History|Romance|Western","Jon Gries",2618,1526,"Trent Ford",0,"massacre|mormon|settler|utah|wagon train","http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1",111,"","USA","R",1.1e+07,2007,362,5.8,1.85,411,54783,473700,"September Dawn","http://ia.media-imdb.com/images/M/MV5BMTc0NDI1NDE2Ml5BMl5BanBnXkFtZTcwNzIxMzU1MQ@@._V1._SX115_SY160_.jpg",2006,"september_dawn","3.4","54","7","47","12","2.8","18","0","18","0","3.1","5910","49","http://content6.flixster.com/movie/10/88/53/10885368_det.jpg"
"1670","Serendipity","Color","Peter Chelsom",122,82,23,6,"David Sparrow",11,49968653,"Comedy|Romance","Lilli Lavine",85423,37,"Ann Talman",0,"christmas|destiny|fate|love|serendipity","http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1",374,"English","USA","PG-13",2.8e+07,2001,9,6.9,1.85,12000,4823,240890,"Serendipity","http://ia.media-imdb.com/images/M/MV5BMTkzMjEzOTQ3Nl5BMl5BanBnXkFtZTYwMjI1NzU5._V1._SY314_CR3,0,214,314_.jpg",2001,"serendipity","5.7","128","74","54","57","5.8","31","19","12","61","3.4","43975","79","http://content6.flixster.com/movie/25/41/254100_det.jpg"
"1671","Serenity","Color","Joss Whedon",276,119,0,279,"Sean Maher",2000,25335935,"Action|Adventure|Sci-Fi|Thriller","Adam Baldwin",242599,2853,"Michael Hitchcock",0,"alliance|cannibalism|future|operative|planet","http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1",1594,"English","USA","PG-13",4e+07,2005,505,8,2.35,14000,34405,379786,"Serenity","http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"serenity","7.1","176","143","33","81","7.1","33","28","5","84","3.8","60506","89","http://content8.flixster.com/movie/25/02/250218_det.jpg"
"1672","Serial Mom","Color","John Waters",52,95,0,650,"Sam Waterston",899,7881335,"Comedy|Crime|Thriller","Kathleen Turner",21212,3092,"Traci Lords",4,"dentist|housewife|howie scream|murder|perfection","http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1",107,"English","USA","R",1.3e+07,1994,849,6.7,1.66,3000,532,111127,"Los asesinatos de mamá","http://ia.media-imdb.com/images/M/MV5BNTY2OTAyMDM4M15BMl5BanBnXkFtZTcwODIyNTEzMQ@@._V1._SY314_CR8,0,214,314_.jpg",1994,"serial_mom","5.8","44","27","17","61","4","8","1","7","12","3","6394","62","http://content6.flixster.com/movie/27/10/271008_det.jpg"
"1673","Serving Sara","Color","Reginald Hudlin",64,99,71,584,"Jerry Stiller",2000,16930185,"Comedy|Romance","Matthew Perry",14315,4169,"Vincent Pastore",2,"divorce|divorce papers|new york|process server|texas","http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1",101,"English","Germany","PG-13",2.9e+07,2002,719,5.3,1.85,201,5529,261289,"Colgado de Sara","http://ia.media-imdb.com/images/M/MV5BMTI3NTYyOTYzOV5BMl5BanBnXkFtZTYwNjUwNDg5._V1._SY314_CR1,0,214,314_.jpg",2002,"serving_sara","3","105","5","100","4","3.1","24","2","22","8","2.4","2909","31","http://content6.flixster.com/movie/26/29/262900_det.jpg"
"1674","Session 9","Color","Brad Anderson",127,100,122,83,"Brendan Sexton III",210,373967,"Horror|Mystery","Paul Guilfoyle",43839,469,"Larry Fessenden",0,"abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality","http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1",481,"English","USA","R",1500000,2001,148,6.5,2.35,0,4725,261983,"Session 9","http://ia.media-imdb.com/images/M/MV5BMTc5NTAwOTE4NV5BMl5BanBnXkFtZTcwNzMyMjIyMQ@@._V1._SY314_CR0,0,214,314_.jpg",2001,"session_9","6.2","63","38","25","60","4.7","17","6","11","35","3.4","5642","69","http://content7.flixster.com/movie/28/05/280525_det.jpg"
"1675","Set It Off","Color","F. Gary Gray",29,123,473,685,"Jada Pinkett Smith",890,36049108,"Action|Crime|Drama|Romance|Thriller","Vivica A. Fox",10139,3661,"Blair Underwood",4,"bank|black comedy|main characters killed off|money|robbery","http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1",70,"English","USA","R",9e+06,1996,851,6.8,2.35,0,998,117603,"Hasta el final (Set It Off)","http://ia.media-imdb.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1996,"set_it_off","6","23","14","9","60","7.5","6","5","1","83","3.6","10301","86","http://content8.flixster.com/movie/26/90/269030_det.jpg"
"1676","Seven Pounds","Color","Gabriele Muccino",202,123,125,835,"Rosario Dawson",10000,69951824,"Drama|Romance","Will Smith",232710,14727,"Madison Pettis",1,"boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption","http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1",599,"English","USA","PG-13",5.5e+07,2008,3000,7.7,2.35,26000,64716,814314,"Siete almas","http://ia.media-imdb.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1._SY314_CR11,0,214,314_.jpg",2008,"seven_pounds","4.6","180","48","132","26","5","36","13","23","36","3.6","143024","77","http://content6.flixster.com/movie/10/87/76/10877624_det.jpg"
"1677","Seven Years in Tibet","Color","Jean-Jacques Annaud",76,136,218,400,"Mako",11000,37901509,"Adventure|Biography|Drama|History|War","Brad Pitt",96385,12226,"Victor Wong",1,"austria|dalai lama|himalaya|mountain|tibet","http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1",119,"English","USA","PG-13",7e+07,1997,691,7,2.35,0,1619,120102,"Siete años en el Tíbet","http://ia.media-imdb.com/images/M/MV5BMTQxOTM4NjgzMl5BMl5BanBnXkFtZTcwMzY3NzUyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1997,"1079716-seven_years_in_tibet","6.3","32","19","13","59","6.2","5","2","3","40","3.4","13241","71","http://content7.flixster.com/movie/23/12/92/2312921_det.jpg"
"1678","Severance","Color","Christopher Smith",200,90,76,345,"Toby Stephens",798,136432,"Comedy|Horror|Thriller","Danny Dyer",31890,2217,"Laura Harris",0,"blood splatter|eastern europe|female nudity|pine forest|team building","http://www.imdb.com/title/tt0464196/?ref_=fn_tt_tt_1",194,"English","UK","R",5e+06,2006,769,6.6,1.85,0,47937,464196,"Desmembrados","http://ia.media-imdb.com/images/M/MV5BMTM0Mzc1NzEwM15BMl5BanBnXkFtZTcwMTU5ODQ0MQ@@._V1._SX100_SY147_.jpg",2006,"severance","6","85","55","30","64","6.1","28","18","10","64","3.3","30894","62","http://content9.flixster.com/movie/64/27/07/6427075_det.jpg"
"1679","Sex Drive","Color","Sean Anders",102,129,51,630,"Michael Cudlitz",948,8396942,"Adventure|Comedy|Romance","Katrina Bowden",72715,4324,"Alice Greczyn",1,"amish|friend|friendship|high school|virgin","http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1",103,"English","USA","R",1.9e+07,2008,822,6.5,1.85,0,63479,1135985,"Sex Drive","http://ia.media-imdb.com/images/M/MV5BMTk0MTQ0OTg5MF5BMl5BanBnXkFtZTcwODMzMzUyMg@@._V1._SY314_CR18,0,214,314_.jpg",2008,"sex_drive","5.3","107","49","58","45","5.8","25","13","12","52","3.4","18987","61","http://content6.flixster.com/movie/10/87/99/10879900_det.jpg"
"1680","Sex, Lies, and Videotape","Color","Steven Soderbergh",58,100,0,65,"Laura San Giacomo",828,24741700,"Drama","Peter Gallagher",37785,1431,"Steven Brill",2,"affair|interview|marriage|sex|videotape","http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1",95,"English","USA","R",1200000,1989,531,7.2,1.85,2000,1186,98724,"Sexo, mentiras y cintas de vídeo","http://ia.media-imdb.com/images/M/MV5BNzMzMDc5NDQ1OF5BMl5BanBnXkFtZTcwNTQwMzEzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1989,"sex_lies_and_videotape","7.9","34","33","1","97","8","5","5","0","100","3.3","5946","73","http://content7.flixster.com/movie/27/06/270617_det.jpg"
"1681","Sexy Beast","Color","Jonathan Glazer",149,89,143,100,"James Fox",1000,6940281,"Crime|Thriller","Ray Winstone",43135,1291,"Amanda Redman",6,"boulder|gangster|one last job|spain|villa","http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1",346,"English","UK","R",NA,2000,146,7.3,2.35,0,4378,203119,"Sexy Beast","http://ia.media-imdb.com/images/M/MV5BMTMwNzQ1MTY1OV5BMl5BanBnXkFtZTcwMDAwNjMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2000,"sexy_beast","7.2","118","101","17","85","7.7","31","30","1","96","3.7","7958","83","http://content7.flixster.com/movie/10/91/95/10919513_det.jpg"
"1682","Sgt. Bilko","Color","Jonathan Lynn",23,93,36,275,"Phil Hartman",592,30400000,"Comedy","Austin Pendleton",17810,2176,"Max Casella",2,"greenland|military|revenge|soldier|u.s. soldier","http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1",73,"English","USA","PG",3.9e+07,1996,516,5.7,2.35,478,637,117608,"Sargento Bilko","http://ia.media-imdb.com/images/M/MV5BMjAzMjMxOTA1OF5BMl5BanBnXkFtZTcwNTk5MzAzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1996,"sgt_bilko","4.4","36","12","24","33","5.4","10","6","4","60","2.6","3074","46","http://content8.flixster.com/movie/11/13/42/11134258_det.jpg"
"1683","Shade","Color","Damian Nieman",25,101,0,83,"Jason Cerbone",240,10696,"Crime|Thriller","Glenn Plummer",10771,490,"Mark De Alessandro",8,"bar|strip club|stripper|texas hold 'em|thong","http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1",65,"English","USA","R",6800000,2003,83,6.4,2.35,413,7383,323939,"Shade","http://ia.media-imdb.com/images/M/MV5BMzQxNDk2NjUxNF5BMl5BanBnXkFtZTcwMTY1MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"shade","5.8","15","10","5","66","0","3","2","1","66","3.3","1382","60","http://content9.flixster.com/movie/27/32/273295_det.jpg"
"1684","Shadow Conspiracy","Color","George P. Cosmatos",24,103,170,269,"Ben Gazzara",849,2154540,"Action|Thriller","Sam Waterston",3803,2457,"Nicholas Turturro",2,"american president|assassin|conspiracy|president|white house","http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1",41,"English","USA","R",4.5e+07,1997,623,4.9,2.35,68,1055,120107,"Conspiración en la sombra","http://ia.media-imdb.com/images/M/MV5BMjA0MDUwODYwOV5BMl5BanBnXkFtZTcwNjY5ODUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1997,"shadow_conspiracy","3","27","0","27","0","3.3","9","0","9","0","2.6","692","24","http://content9.flixster.com/movie/31/37/313791_det.jpg"
"1685","Shadow of the Vampire"," Black and White","E. Elias Merhige",196,92,54,306,"Udo Kier",776,8279017,"Drama|Horror","Eddie Izzard",34191,1761,"Catherine McCormack",1,"actor|breasts|film actress|nosferatu|vampire","http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1",339,"English","UK","R",8e+06,2000,595,6.9,2.35,0,4036,189998,"La sombra del vampiro","http://ia.media-imdb.com/images/M/MV5BMTQ3MTkxOTM4N15BMl5BanBnXkFtZTcwMjQ2NTc0MQ@@._V1._SY314_CR2,0,214,314_.jpg",2000,"shadow_of_the_vampire","7","133","108","25","81","6.9","32","27","5","84","3.4","5965","69","http://content8.flixster.com/movie/28/54/285410_det.jpg"
"1686","Shadowlands","Color","Richard Attenborough",23,115,0,266,"James Frain",12000,25842000,"Biography|Drama|Romance","Anthony Hopkins",13455,13619,"Julian Fellowes",0,"author|book|england|friend|oxford","http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1",87,"English","UK","PG",2.2e+07,1993,1000,7.4,2.35,2000,534,108101,"Tierras de penumbra","http://ia.media-imdb.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1993,"1048267-shadowlands","8","28","27","1","96","8.8","6","6","0","100","3.9","3260","85","http://content7.flixster.com/movie/25/57/255701_det.jpg"
"1687","Shaft","Color","John Singleton",160,99,309,577,"Vanessa Williams",23000,70327868,"Action|Crime|Thriller","Christian Bale",58416,26527,"Daniel von Bargen",0,"blaxploitation|detective|drugs|shaft|trial","http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1",301,"English","Germany","R",4.6e+07,2000,1000,5.9,2.35,0,3729,67741,"Las noches rojas de Harlem","http://ia.media-imdb.com/images/M/MV5BMTQ0NzE3MDk1Nl5BMl5BanBnXkFtZTYwMjYzMjg5._V1._SX144_SY221_.jpg",1971,"1018699-shaft","7.4","31","28","3","90","0","2","1","1","50","3.3","2211","66","http://content9.flixster.com/movie/27/22/272211_det.jpg"
"1688","Shakespeare in Love","Color","John Madden",134,123,108,239,"Martin Clunes",1000,100241322,"Comedy|Drama|Romance","Tom Wilkinson",175524,1690,"Simon Callow",0,"actor|audition|muse|playwright|theater","http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1",752,"English","USA","R",2.5e+07,1998,264,7.2,2.35,0,2396,138097,"Shakespeare enamorado","http://ia.media-imdb.com/images/M/MV5BMTczNDc3NTk0NF5BMl5BanBnXkFtZTcwNTI5MzI5Mw@@._V1._SY314_CR4,0,214,314_.jpg",1998,"shakespeare_in_love","8.1","101","94","7","93","8","25","23","2","92","3.3","30161","76","http://content9.flixster.com/movie/27/61/276127_det.jpg"
"1689","Shalako","Color","Edward Dmytryk",10,113,74,387,"Woody Strode",984,NA,"Western","Brigitte Bardot",1978,2140,"Honor Blackman",2,"bare chested male bondage|european|female frontal nudity|topless woman|war paint","http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1",41,"English","UK","PG",1455000,1968,423,5.5,2.35,209,8688,63592,"Shalako","http://ia.media-imdb.com/images/M/MV5BMTI4NTEzNzIxMl5BMl5BanBnXkFtZTcwODI2NTYyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1968,"shalako","0","4","1","3","25","0","1","0","1","0","2.9","691","34","http://content9.flixster.com/movie/26/61/266195_det.jpg"
"1690","Shall We Dance","Color","Peter Chelsom",118,106,23,418,"Nick Cannon",1000,57887882,"Comedy|Drama|Romance","Lisa Ann Walter",35508,2325,"Omar Benson Miller",2,"dance|dance competition|dance lesson|love|teacher","http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1",211,"English","USA","PG-13",5e+07,2004,593,6.1,1.85,0,1066,358135,"Shall we dance? (¿Bailamos?)","http://ia.media-imdb.com/images/M/MV5BOTYzMzM4Nzc0Nl5BMl5BanBnXkFtZTcwOTI5NjcyMQ@@._V1._SY314_CR1,0,214,314_.jpg",2004,"shall_we_dance","5.4","152","69","83","45","5.2","37","16","21","43","3","26935","63","http://content9.flixster.com/movie/10/84/66/10846607_det.jpg"
"1691","Shallow Hal","Color","Bobby Farrelly",109,114,101,398,"Bruce McGill",700,70836296,"Comedy|Drama|Fantasy|Romance","Jason Alexander",109445,2842,"Susan Ward",2,"dying|friend|inner beauty|love|self help guru","http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1",426,"English","USA","PG-13",4e+07,2001,655,5.9,1.85,0,4890,256380,"Amor ciego","http://ia.media-imdb.com/images/M/MV5BMjAwMTg1ODg5M15BMl5BanBnXkFtZTcwMjE1MzU1MQ@@._V1._SY314_CR13,0,214,314_.jpg",2001,"shallow_hal","5.4","118","59","59","50","5","29","13","16","44","3","34183","52","http://content7.flixster.com/movie/25/82/258221_det.jpg"
"1692","Shanghai Knights","Color","David Dobkin",165,114,71,55,"Anna-Louise Plowman",154,60470220,"Action|Adventure|Comedy","Fann Wong",81444,428,"Georgina Chapman",2,"1880s|arrow|imperial seal|murder|revenge","http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1",192,"English","USA","PG-13",5e+07,2003,131,6.2,2.35,955,6156,300471,"Los rebeldes de Shangai","http://ia.media-imdb.com/images/M/MV5BMTQ1Mjg2OTQxOV5BMl5BanBnXkFtZTYwMjkzOTc5._V1._SX214_CR0,0,214,314_.jpg",2003,"shanghai_knights","6","145","95","50","65","6.2","32","23","9","71","3.1","25826","63","http://content6.flixster.com/movie/10/89/55/10895588_det.jpg"
"1693","Shanghai Noon","Color","Tom Dey",146,110,9,95,"Jason Connery",485,56932305,"Action|Adventure|Comedy|Western","Xander Berkeley",96690,939,"Kate Luyben",2,"19th century|chinese|princess|rescue|travel","http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1",293,"English","USA","PG-13",5.5e+07,2000,110,6.6,2.35,0,3624,184894,"Shanghai Kid, del este al oeste","http://ia.media-imdb.com/images/M/MV5BMTQxOTc0MDk4Nl5BMl5BanBnXkFtZTcwMjU4MDMyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2000,"shanghai_noon","6.6","130","102","28","78","5.9","28","18","10","64","3.2","29911","67","http://content9.flixster.com/movie/25/72/257299_det.jpg"
"1694","Shanghai Surprise","Color","Jim Goddard",21,97,3,161,"Paul Freeman",400,2315683,"Adventure|Crime|Drama|Romance","Victor Wong",4081,805,"Clyde Kusatsu",0,"china|missionary|opium|villain|year 1937","http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1",28,"English","UK","PG-13",1.7e+07,1986,193,3,1.85,154,3390,91934,"Shanghai Surprise","http://ia.media-imdb.com/images/M/MV5BMTMyMTI0NjU1Ml5BMl5BanBnXkFtZTcwMDk3MjAwMQ@@._V1._SY314_CR3,0,214,314_.jpg",1986,"shanghai_surprise","2.3","7","1","6","14","0","0","0","0","0","0","0","0","http://content8.flixster.com/movie/26/48/264826_det.jpg"
